user_id,monthly_income,age,risk_tolerance,job_industry,dependent_count,monthly_expenses,emergency_fund_ratio,spending_volatility,income_stability,savings_goal_timeline,fixed_deposit_rate,savings_account_rate,debt_to_income_ratio,fixed_deposit_allocation_percentage,savings_account_allocation_percentage
3154,4437.77,45,7.57,Healthcare,4,3804.3,0.38,0.1,0.94,30,3.14,0.59,0.48,80.0,20.0
3155,3442.18,23,4.76,Finance,3,2796.51,0.39,0.16,0.98,34,2.77,0.5,0.26,75.0,25.0
3156,2553.09,41,3.76,Services,2,2391.46,0.38,0.24,0.92,37,2.99,0.5,0.24,70.0,30.0
3157,3143.86,24,6.17,Manufacturing,0,1695.69,0.15,0.23,0.71,36,2.96,0.47,0.07,70.0,30.0
3158,5164.11,50,6.49,Technology,4,4174.8,0.42,0.1,0.75,23,2.93,0.56,0.34,70.0,30.0
3159,6992.96,23,6.5,Government,4,7407.96,0.49,0.17,0.94,26,2.75,0.51,0.29,75.0,25.0
3160,5469.78,44,5.09,Healthcare,0,3367.23,0.2,0.11,1.0,25,2.89,0.58,0.17,73.0,27.0
3161,4090.24,34,5.88,Manufacturing,1,3796.97,0.24,0.21,0.95,31,2.75,0.5,0.3,75.0,25.0
3162,5683.86,32,4.52,Manufacturing,1,4495.8,0.52,0.2,0.84,26,2.52,0.55,0.16,66.0,34.0
3163,4311.36,36,8.01,Education,0,3300.33,0.64,0.19,0.87,25,2.73,0.58,0.38,77.0,23.0
3164,3958.1,40,7.22,Technology,0,1929.33,0.38,0.19,0.78,23,2.96,0.49,0.37,71.0,29.0
3165,3268.46,27,7.12,Education,1,2717.84,0.33,0.14,0.92,22,3.01,0.58,0.09,75.0,25.0
3166,2500.0,28,6.69,Technology,4,1977.71,0.43,0.16,0.74,26,3.01,0.55,0.12,70.0,30.0
3167,4415.11,40,6.28,Healthcare,0,3185.84,0.6,0.25,0.95,34,2.8,0.52,0.09,76.0,24.0
3168,5237.08,23,3.63,Energy,3,4177.72,0.27,0.18,0.75,16,3.05,0.43,0.27,57.0,43.0
3169,4855.06,30,6.45,Finance,3,4243.15,0.33,0.17,0.74,24,2.6,0.42,0.34,68.0,32.0
3170,4376.05,59,5.67,Construction,3,3068.44,0.32,0.26,0.95,26,3.3,0.54,0.39,71.0,29.0
3171,3581.38,27,7.4,Manufacturing,1,1882.86,0.19,0.14,0.93,37,2.79,0.56,0.15,80.0,20.0
3172,5912.37,44,6.71,Retail,1,4325.26,0.53,0.27,0.93,20,2.82,0.47,0.25,71.0,29.0
3173,3024.3,30,6.33,Education,1,2064.64,0.44,0.28,0.94,17,2.56,0.57,0.22,69.0,31.0
3174,6164.04,39,2.97,Healthcare,3,4492.39,0.1,0.15,1.0,36,2.71,0.43,0.21,71.0,29.0
3175,3496.67,40,5.37,Manufacturing,1,1853.15,0.4,0.25,0.87,28,2.94,0.49,0.21,69.0,31.0
3176,3871.35,44,4.66,Services,0,1548.54,0.65,0.1,0.94,20,2.9,0.44,0.17,68.0,32.0
3177,2799.82,33,5.88,Technology,0,1966.47,0.44,0.21,0.8,32,2.51,0.43,0.34,71.0,29.0
3178,4247.9,50,4.88,Manufacturing,1,2918.06,0.64,0.15,0.83,8,2.86,0.42,0.45,60.0,40.0
3179,6462.97,30,5.09,Technology,4,5334.92,0.32,0.23,0.7,23,2.47,0.7,0.39,61.0,39.0
3180,5773.44,36,6.19,Finance,2,4650.72,0.54,0.22,0.97,26,3.05,0.61,0.26,74.0,26.0
3181,6467.63,36,4.85,Retail,2,5832.05,0.6,0.19,0.8,28,3.05,0.55,0.29,66.0,34.0
3182,5783.21,26,5.68,Government,0,3914.99,0.39,0.15,0.94,17,2.59,0.46,0.27,69.0,31.0
3183,3344.5,32,3.22,Technology,3,2633.43,0.34,0.25,0.93,17,2.84,0.39,0.32,60.0,40.0
3184,4503.82,36,4.25,Education,1,4211.07,0.56,0.2,0.88,36,2.52,0.35,0.21,70.0,30.0
3185,3829.7,31,6.48,Finance,3,2919.58,0.48,0.16,1.0,24,2.71,0.48,0.34,76.0,24.0
3186,6995.86,54,3.65,Energy,1,3917.27,0.54,0.17,0.79,25,2.85,0.59,0.35,62.0,38.0
3187,3204.82,28,7.37,Healthcare,2,2538.14,0.46,0.2,0.99,18,2.82,0.39,0.16,75.0,25.0
3188,6340.55,44,6.96,Finance,1,4355.25,0.39,0.2,0.89,16,2.86,0.56,0.31,70.0,30.0
3189,6339.43,41,5.1,Finance,0,4721.03,0.39,0.22,0.93,19,2.84,0.52,0.28,67.0,33.0
3190,7744.43,34,10.0,Technology,0,4626.3,0.35,0.25,0.82,33,2.87,0.51,0.35,80.0,20.0
3191,4385.47,28,7.36,Government,0,2778.13,0.46,0.25,0.85,19,2.68,0.7,0.19,70.0,30.0
3192,6068.48,28,4.08,Healthcare,1,3761.04,0.37,0.19,0.91,22,2.76,0.53,0.39,65.0,35.0
3193,8422.48,30,6.62,Retail,2,7385.83,0.44,0.22,0.91,36,2.81,0.52,0.16,78.0,22.0
3194,4073.54,23,5.6,Finance,0,2706.28,0.28,0.19,0.86,41,2.76,0.44,0.39,76.0,24.0
3195,2697.44,26,4.33,Manufacturing,1,1847.02,0.27,0.26,0.78,12,3.3,0.43,0.17,56.0,44.0
3196,2500.0,23,3.9,Technology,1,1746.25,0.49,0.19,0.95,6,2.82,0.39,0.28,59.0,41.0
3197,6069.07,45,6.99,Services,1,4325.16,0.46,0.21,0.95,18,2.52,0.37,0.19,73.0,27.0
3198,2500.0,39,4.6,Education,0,1265.66,0.34,0.2,0.93,16,2.58,0.48,0.22,64.0,36.0
3199,4441.52,41,5.35,Retail,1,3743.75,0.61,0.22,0.95,27,2.85,0.55,0.21,71.0,29.0
3200,5655.97,39,4.12,Government,1,4730.9,0.28,0.23,1.0,23,2.78,0.31,0.25,67.0,33.0
3201,5277.76,36,4.38,Manufacturing,0,3452.02,0.47,0.27,0.84,22,2.76,0.49,0.2,62.0,38.0
3202,5638.17,46,5.31,Healthcare,2,4352.99,0.47,0.26,1.0,31,2.49,0.42,0.52,74.0,26.0
3203,5333.43,30,6.08,Energy,0,2935.17,0.41,0.2,0.95,6,2.53,0.58,0.4,65.0,35.0
3204,6918.3,35,1.62,Healthcare,3,7399.49,0.59,0.2,0.94,19,2.58,0.46,0.27,57.0,43.0
3205,3571.53,40,5.53,Services,3,3707.63,0.64,0.19,0.88,23,2.6,0.58,0.4,69.0,31.0
3206,3984.51,24,4.38,Education,2,3296.49,0.23,0.25,0.78,32,2.53,0.44,0.42,65.0,35.0
3207,3841.01,59,7.6,Finance,1,3092.8,0.1,0.21,0.94,23,2.94,0.55,0.41,76.0,24.0
3208,6245.29,35,9.91,Technology,2,5793.49,0.33,0.32,0.69,27,2.83,0.5,0.45,75.0,25.0
3209,6350.6,36,4.96,Technology,2,5736.47,0.25,0.2,0.79,21,2.97,0.55,0.43,63.0,37.0
3210,5676.84,45,2.92,Healthcare,1,3524.29,0.33,0.28,1.0,23,3.07,0.6,0.45,63.0,37.0
3211,6775.24,42,5.68,Technology,0,4193.11,0.67,0.28,0.75,21,2.85,0.69,0.4,63.0,37.0
3212,3232.94,35,5.19,Energy,0,2252.77,0.8,0.28,0.82,22,2.64,0.51,0.2,64.0,36.0
3213,7500.84,36,8.46,Government,0,5028.05,0.26,0.18,1.0,24,2.96,0.5,0.45,80.0,20.0
3214,7284.86,23,8.0,Technology,2,6340.5,0.43,0.2,0.82,35,2.53,0.64,0.24,79.0,21.0
3215,6103.43,30,6.8,Education,3,5668.16,0.43,0.19,0.95,27,2.69,0.43,0.33,76.0,24.0
3216,7672.7,39,4.62,Retail,1,5694.42,0.45,0.27,0.95,22,2.75,0.55,0.09,66.0,34.0
3217,2515.07,38,6.52,Finance,0,1006.03,0.19,0.18,0.89,28,2.84,0.44,0.22,74.0,26.0
3218,4213.33,44,5.9,Construction,0,3232.82,0.59,0.17,0.81,25,3.04,0.49,0.42,69.0,31.0
3219,3897.04,34,5.86,Manufacturing,1,3146.06,0.54,0.23,0.85,28,2.62,0.43,0.4,70.0,30.0
3220,6082.22,23,3.16,Retail,0,5169.89,0.33,0.13,0.78,20,2.53,0.57,0.3,59.0,41.0
3221,3424.79,43,7.09,Manufacturing,1,2268.84,0.58,0.24,0.95,27,3.11,0.48,0.16,76.0,24.0
3222,6136.24,46,5.66,Retail,0,2857.71,0.18,0.14,0.81,28,3.0,0.38,0.32,70.0,30.0
3223,7055.8,42,5.35,Education,2,5350.74,0.15,0.18,0.94,12,3.3,0.37,0.3,66.0,34.0
3224,6042.8,33,4.6,Finance,2,5044.54,0.44,0.26,0.8,20,2.49,0.51,0.37,61.0,39.0
3225,5425.63,43,4.31,Technology,3,4272.87,0.46,0.17,0.77,22,2.83,0.61,0.29,62.0,38.0
3226,3518.19,60,5.98,Manufacturing,2,3323.34,0.38,0.22,0.74,21,2.51,0.31,0.22,65.0,35.0
3227,3729.72,35,2.88,Finance,0,2178.11,0.57,0.26,0.83,15,3.13,0.47,0.24,54.0,46.0
3228,6874.43,24,6.68,Government,2,5278.83,0.3,0.14,0.9,6,2.43,0.44,0.04,67.0,33.0
3229,6169.02,30,3.92,Education,0,3858.11,0.58,0.21,0.89,32,2.61,0.59,0.27,68.0,32.0
3230,4941.47,40,2.41,Finance,2,5040.3,0.52,0.23,1.0,6,2.86,0.4,0.28,55.0,45.0
3231,4373.14,23,8.23,Education,0,2446.3,0.68,0.13,0.83,39,2.83,0.5,0.13,80.0,20.0
3232,2500.0,36,4.21,Manufacturing,0,1770.93,0.13,0.15,0.86,22,2.79,0.37,0.25,65.0,35.0
3233,3393.72,38,4.42,Construction,1,1978.09,0.33,0.28,0.88,18,2.89,0.62,0.56,62.0,38.0
3234,7867.13,47,7.2,Government,0,5383.45,0.26,0.14,0.88,11,3.01,0.41,0.22,70.0,30.0
3235,3079.32,45,8.28,Services,1,1878.41,0.52,0.18,0.85,10,2.89,0.62,0.4,71.0,29.0
3236,5284.22,41,3.2,Energy,1,4417.58,0.64,0.1,0.95,16,2.72,0.51,0.3,63.0,37.0
3237,6511.17,23,4.07,Government,2,5788.27,0.34,0.16,0.99,25,2.63,0.41,0.26,69.0,31.0
3238,3117.62,42,4.18,Healthcare,1,2322.21,0.49,0.24,1.0,35,2.86,0.56,0.39,72.0,28.0
3239,5277.07,40,6.9,Education,1,2965.41,0.62,0.25,0.85,11,2.89,0.58,0.07,66.0,34.0
3240,6406.87,37,7.96,Finance,2,4956.46,0.45,0.24,0.89,26,2.92,0.67,0.36,77.0,23.0
3241,5018.75,23,3.88,Energy,0,3109.55,0.51,0.2,0.95,9,2.74,0.56,0.16,60.0,40.0
3242,9302.6,28,7.62,Finance,3,8864.93,0.1,0.15,1.0,16,2.46,0.57,0.29,77.0,23.0
3243,2500.0,25,4.44,Education,3,1819.19,0.63,0.22,0.8,28,2.93,0.58,0.27,65.0,35.0
3244,6588.09,23,6.0,Services,4,7060.52,0.36,0.18,0.89,15,2.7,0.3,0.1,67.0,33.0
3245,4740.8,34,3.59,Finance,1,3894.15,0.8,0.12,0.94,36,2.83,0.54,0.45,72.0,28.0
3246,6157.88,28,5.32,Retail,1,3471.91,0.27,0.2,0.71,30,2.81,0.6,0.3,66.0,34.0
3247,5661.96,56,5.33,Government,2,4267.12,0.47,0.26,0.82,27,2.53,0.52,0.31,67.0,33.0
3248,3900.27,33,5.03,Construction,0,2515.15,0.52,0.26,0.83,19,2.79,0.45,0.53,63.0,37.0
3249,5343.49,45,6.08,Construction,0,4010.8,0.1,0.26,0.95,17,2.87,0.43,0.22,69.0,31.0
3250,2500.0,23,3.99,Construction,1,1598.62,0.67,0.22,0.94,20,2.96,0.5,0.22,64.0,36.0
3251,5904.87,30,4.17,Retail,2,4752.9,0.51,0.15,0.76,25,2.42,0.49,0.41,63.0,37.0
3252,5447.24,35,6.16,Finance,0,4139.39,0.18,0.23,0.84,25,2.49,0.52,0.39,69.0,31.0
3253,5957.99,27,7.51,Retail,2,4826.88,0.46,0.21,0.76,17,2.69,0.5,0.28,68.0,32.0
3254,6587.18,31,5.47,Construction,0,3058.22,0.45,0.19,0.75,18,2.74,0.56,0.21,63.0,37.0
3255,5551.43,33,6.26,Healthcare,2,4000.68,0.38,0.23,0.86,11,2.47,0.37,0.34,65.0,35.0
3256,5222.13,33,6.64,Healthcare,1,4253.25,0.31,0.22,0.75,42,2.67,0.58,0.59,75.0,25.0
3257,3678.4,49,6.75,Healthcare,0,2677.64,0.39,0.17,0.71,16,2.54,0.63,0.42,65.0,35.0
3258,3931.67,38,4.07,Manufacturing,0,1671.2,0.53,0.17,0.6,10,2.57,0.33,0.37,51.0,49.0
3259,6780.1,38,4.33,Technology,0,4543.17,0.52,0.14,0.69,6,2.81,0.46,0.6,54.0,46.0
3260,7154.5,39,4.46,Government,0,5327.25,0.4,0.21,1.0,18,2.69,0.58,0.41,67.0,33.0
3261,4642.83,39,8.39,Technology,1,3594.86,0.43,0.25,0.95,27,2.56,0.54,0.36,80.0,20.0
3262,5069.0,34,6.26,Technology,4,5076.61,0.38,0.17,0.95,23,2.95,0.38,0.27,73.0,27.0
3263,3643.08,32,6.19,Education,2,3715.94,0.25,0.15,0.87,22,2.65,0.56,0.25,71.0,29.0
3264,6759.14,36,6.05,Manufacturing,3,5673.29,0.39,0.23,0.77,29,3.07,0.31,0.18,69.0,31.0
3265,5998.13,44,3.52,Healthcare,4,5714.23,0.29,0.28,0.91,28,2.43,0.55,0.29,64.0,36.0
3266,7911.83,44,8.41,Healthcare,1,4839.31,0.25,0.3,0.96,16,2.93,0.63,0.24,75.0,25.0
3267,3682.52,33,6.22,Services,0,2159.92,0.1,0.28,0.95,26,2.79,0.5,0.28,72.0,28.0
3268,4432.99,41,6.58,Construction,3,3554.56,0.34,0.2,0.75,24,2.74,0.58,0.33,68.0,32.0
3269,5347.17,33,2.85,Construction,2,4716.03,0.52,0.15,0.85,19,2.75,0.53,0.24,59.0,41.0
3270,5969.73,35,6.67,Manufacturing,4,4807.63,0.58,0.23,0.86,35,2.79,0.42,0.39,76.0,24.0
3271,4676.5,31,4.97,Construction,2,4340.51,0.47,0.2,0.84,17,2.83,0.44,0.28,63.0,37.0
3272,3690.56,33,3.52,Government,2,2394.51,0.21,0.19,0.75,19,3.05,0.47,0.25,57.0,43.0
3273,6322.11,45,4.07,Energy,3,5867.86,0.38,0.3,0.82,20,2.77,0.48,0.37,59.0,41.0
3274,6081.7,35,3.6,Technology,2,5146.63,0.23,0.27,0.71,31,3.04,0.62,0.31,60.0,40.0
3275,3625.59,36,3.58,Technology,2,2939.98,0.69,0.23,0.95,32,2.74,0.65,0.19,68.0,32.0
3276,7033.16,23,5.59,Education,1,5790.48,0.34,0.2,0.91,34,2.82,0.59,0.12,74.0,26.0
3277,6755.3,32,4.92,Services,3,5056.14,0.33,0.2,0.95,30,2.75,0.65,0.26,72.0,28.0
3278,5201.44,33,6.0,Manufacturing,2,3766.18,0.54,0.12,0.76,23,2.45,0.53,0.46,68.0,32.0
3279,5119.4,28,8.01,Finance,1,3117.87,0.39,0.25,0.91,31,2.64,0.3,0.28,79.0,21.0
3280,5831.09,35,5.31,Manufacturing,1,4175.01,0.56,0.26,0.95,27,3.11,0.5,0.36,70.0,30.0
3281,3707.45,31,2.13,Construction,2,2838.45,0.23,0.16,0.95,23,2.63,0.42,0.28,61.0,39.0
3282,5045.05,35,5.14,Services,0,3711.37,0.41,0.17,0.89,20,2.96,0.57,0.34,67.0,33.0
3283,2500.0,35,7.29,Government,0,1721.7,0.48,0.25,1.0,22,2.37,0.49,0.38,76.0,24.0
3284,6314.68,27,5.37,Government,0,4539.89,0.1,0.18,1.0,20,2.72,0.53,0.23,71.0,29.0
3285,2657.76,31,7.79,Healthcare,3,2177.7,0.3,0.26,1.0,27,2.89,0.51,0.16,79.0,21.0
3286,7255.13,35,6.18,Finance,1,5511.17,0.31,0.16,1.0,22,2.79,0.44,0.22,74.0,26.0
3287,4504.82,44,2.74,Services,1,4119.21,0.41,0.18,0.95,27,2.87,0.42,0.22,64.0,36.0
3288,4682.5,37,5.66,Government,3,3137.65,0.35,0.23,0.92,28,2.3,0.45,0.55,72.0,28.0
3289,4058.4,29,5.95,Retail,0,1891.58,0.44,0.18,0.87,24,2.59,0.54,0.27,70.0,30.0
3290,4567.94,38,7.12,Technology,0,3260.1,0.36,0.18,0.92,20,2.67,0.64,0.28,74.0,26.0
3291,7127.8,48,8.23,Technology,3,5236.72,0.57,0.18,0.88,16,2.6,0.54,0.17,74.0,26.0
3292,2500.0,42,6.86,Technology,2,1535.48,0.72,0.23,0.9,23,2.77,0.7,0.38,72.0,28.0
3293,6915.45,39,6.16,Manufacturing,0,4864.26,0.17,0.25,0.84,26,2.44,0.56,0.35,69.0,31.0
3294,5507.04,40,6.51,Manufacturing,3,3934.4,0.4,0.22,0.6,13,2.73,0.52,0.31,58.0,42.0
3295,3189.47,46,5.25,Services,2,3076.84,0.56,0.17,0.92,9,3.19,0.61,0.35,64.0,36.0
3296,3387.03,43,3.31,Retail,3,2930.94,0.29,0.27,0.86,23,2.73,0.36,0.19,60.0,40.0
3297,7514.59,39,5.56,Healthcare,0,4732.23,0.44,0.21,0.96,16,2.47,0.44,0.3,68.0,32.0
3298,3581.74,43,6.05,Education,1,2237.25,0.34,0.25,0.95,32,3.0,0.56,0.31,75.0,25.0
3299,3269.97,26,3.69,Construction,2,2635.02,0.25,0.14,0.89,34,2.68,0.43,0.3,69.0,31.0
3300,6705.97,23,7.49,Finance,1,3621.22,0.25,0.26,0.87,15,2.49,0.64,0.32,70.0,30.0
3301,5507.83,36,7.01,Retail,0,2220.6,0.1,0.18,0.92,10,2.76,0.45,0.03,69.0,31.0
3302,3593.11,35,3.44,Manufacturing,0,1777.1,0.42,0.18,0.86,28,2.69,0.58,0.28,64.0,36.0
3303,5324.94,30,7.55,Technology,2,4880.11,0.43,0.22,0.95,25,2.82,0.51,0.39,77.0,23.0
3304,3461.37,41,5.04,Technology,1,2123.01,0.26,0.1,0.79,27,2.8,0.69,0.47,68.0,32.0
3305,6651.23,23,4.33,Finance,0,3369.18,0.36,0.22,0.87,30,2.9,0.57,0.16,67.0,33.0
3306,6592.06,30,7.12,Healthcare,2,5071.56,0.18,0.19,0.9,20,2.83,0.56,0.29,73.0,27.0
3307,5798.01,31,5.42,Retail,1,5421.14,0.48,0.27,0.68,22,3.25,0.46,0.37,60.0,40.0
3308,5542.49,23,8.35,Retail,1,4628.58,0.34,0.21,0.81,30,2.66,0.44,0.29,77.0,23.0
3309,7641.78,46,4.22,Energy,2,5226.57,0.52,0.15,0.95,27,2.53,0.51,0.18,69.0,31.0
3310,4999.53,24,2.9,Construction,1,3124.55,0.35,0.16,0.78,40,2.61,0.56,0.15,65.0,35.0
3311,3227.19,30,5.08,Finance,2,2208.96,0.25,0.1,0.81,26,3.02,0.53,0.09,69.0,31.0
3312,5674.21,42,6.68,Manufacturing,0,3171.73,0.32,0.32,0.8,26,2.46,0.35,0.25,68.0,32.0
3313,8129.07,40,4.11,Retail,0,5725.95,0.63,0.1,0.87,31,2.99,0.47,0.22,69.0,31.0
3314,3477.86,26,3.5,Technology,2,2572.53,0.71,0.17,0.78,40,3.23,0.53,0.07,67.0,33.0
3315,4457.81,40,5.84,Energy,4,3361.9,0.17,0.24,0.86,29,3.07,0.4,0.34,71.0,29.0
3316,5624.67,37,3.3,Manufacturing,0,2904.43,0.54,0.27,0.88,21,2.71,0.54,0.27,59.0,41.0
3317,4919.14,53,5.96,Services,2,5017.53,0.23,0.29,0.85,18,2.93,0.46,0.36,65.0,35.0
3318,3526.54,38,4.99,Energy,0,2552.78,0.29,0.2,0.84,25,2.98,0.56,0.34,67.0,33.0
3319,6682.79,33,6.24,Manufacturing,1,4148.88,0.43,0.23,0.95,15,2.71,0.48,0.38,69.0,31.0
3320,8480.06,28,3.42,Technology,0,6540.13,0.47,0.18,0.87,29,2.58,0.5,0.21,65.0,35.0
3321,5294.2,29,7.45,Manufacturing,3,3680.47,0.29,0.12,0.77,26,2.79,0.52,0.24,74.0,26.0
3322,3643.9,28,5.23,Manufacturing,1,2550.43,0.49,0.15,0.93,28,2.98,0.55,0.23,72.0,28.0
3323,2676.56,45,6.65,Government,0,1673.77,0.58,0.11,0.94,9,3.07,0.59,0.4,70.0,30.0
3324,5386.96,35,6.94,Technology,2,4319.69,0.51,0.22,0.86,34,2.82,0.38,0.37,76.0,24.0
3325,6655.82,39,3.76,Finance,0,3699.23,0.26,0.18,1.0,15,2.76,0.5,0.35,64.0,36.0
3326,5712.75,47,6.82,Services,0,3786.69,0.33,0.19,0.95,13,2.78,0.51,0.17,71.0,29.0
3327,4996.39,23,3.36,Energy,0,2374.1,0.53,0.23,0.74,7,3.18,0.7,0.4,50.0,50.0
3328,4116.09,45,3.44,Education,4,3528.55,0.63,0.21,0.95,19,2.84,0.59,0.25,63.0,37.0
3329,3361.75,35,8.45,Services,0,2634.01,0.21,0.23,0.84,25,2.94,0.51,0.27,76.0,24.0
3330,6252.13,38,7.17,Technology,4,6586.92,0.45,0.29,0.84,23,3.03,0.38,0.47,71.0,29.0
3331,6370.66,28,8.61,Construction,0,3697.52,0.51,0.16,0.75,29,2.75,0.48,0.25,77.0,23.0
3332,2681.41,28,4.94,Healthcare,0,1333.75,0.19,0.11,1.0,34,2.67,0.7,0.21,77.0,23.0
3333,7384.76,38,5.65,Energy,3,4144.26,0.55,0.17,0.71,34,2.84,0.35,0.37,69.0,31.0
3334,5861.11,54,6.29,Retail,2,5005.95,0.72,0.19,0.9,21,2.65,0.48,0.2,71.0,29.0
3335,7099.39,43,5.48,Finance,1,5293.47,0.5,0.22,1.0,22,2.7,0.63,0.13,71.0,29.0
3336,2986.81,45,4.38,Healthcare,1,2262.28,0.48,0.24,0.92,22,2.39,0.7,0.23,65.0,35.0
3337,2951.26,33,4.16,Education,0,2417.26,0.29,0.15,0.95,20,3.0,0.48,0.48,66.0,34.0
3338,4776.55,30,5.82,Retail,2,3813.34,0.33,0.14,0.86,40,2.62,0.56,0.21,77.0,23.0
3339,5754.18,28,3.9,Services,2,4645.75,0.3,0.27,0.71,26,3.04,0.6,0.21,58.0,42.0
3340,7694.54,31,3.86,Government,0,3926.23,0.27,0.22,0.96,28,2.61,0.57,0.32,68.0,32.0
3341,6059.12,23,6.09,Construction,3,6399.11,0.36,0.22,0.83,29,2.53,0.53,0.29,71.0,29.0
3342,4635.98,29,5.36,Government,1,3231.11,0.45,0.21,1.0,33,2.45,0.64,0.27,76.0,24.0
3343,3460.45,30,6.91,Energy,0,1966.61,0.27,0.21,0.81,22,2.35,0.62,0.21,70.0,30.0
3344,6845.0,33,4.86,Government,1,5050.68,0.35,0.19,1.0,28,3.11,0.55,0.46,72.0,28.0
3345,3552.94,36,4.63,Education,3,3926.0,0.45,0.16,0.74,28,2.95,0.67,0.29,65.0,35.0
3346,7442.7,37,6.14,Government,1,6958.93,0.1,0.17,0.99,11,2.83,0.52,0.42,69.0,31.0
3347,4573.42,34,4.28,Healthcare,2,3034.7,0.54,0.31,0.95,20,3.08,0.52,0.18,64.0,36.0
3348,7385.87,30,4.51,Energy,3,7369.61,0.43,0.29,0.84,22,2.62,0.48,0.35,62.0,38.0
3349,6018.4,23,4.57,Finance,2,4936.82,0.43,0.25,0.95,31,2.6,0.3,0.29,70.0,30.0
3350,4794.51,30,5.19,Healthcare,2,4307.92,0.57,0.2,0.92,48,2.83,0.53,0.22,79.0,21.0
3351,4220.91,27,8.16,Education,0,2860.39,0.54,0.23,0.86,20,2.69,0.52,0.3,74.0,26.0
3352,4488.64,38,3.43,Retail,2,3832.34,0.49,0.13,0.83,20,3.05,0.38,0.16,61.0,39.0
3353,5642.48,42,7.44,Technology,1,4854.47,0.44,0.25,0.75,27,3.3,0.43,0.2,71.0,29.0
3354,5115.73,42,6.61,Energy,3,3159.52,0.4,0.19,0.72,10,3.02,0.6,0.37,62.0,38.0
3355,4109.28,41,7.85,Healthcare,0,2819.12,0.31,0.2,0.9,9,2.86,0.37,0.15,70.0,30.0
3356,4751.55,33,10.0,Healthcare,0,2532.81,0.26,0.2,0.92,22,2.81,0.5,0.37,80.0,20.0
3357,5117.87,30,7.65,Technology,0,3089.35,0.46,0.19,0.6,19,3.13,0.59,0.19,65.0,35.0
3358,2500.0,29,6.89,Education,1,1787.77,0.46,0.24,0.85,32,2.82,0.39,0.3,75.0,25.0
3359,5687.25,23,3.53,Finance,0,3123.53,0.42,0.28,1.0,21,2.91,0.51,0.1,64.0,36.0
3360,3530.42,42,3.72,Healthcare,3,2716.37,0.2,0.24,1.0,13,2.6,0.54,0.27,62.0,38.0
3361,3270.0,33,6.04,Healthcare,3,2167.71,0.1,0.2,0.93,15,2.7,0.59,0.35,68.0,32.0
3362,2500.0,25,2.95,Technology,2,1772.02,0.41,0.15,0.77,33,2.9,0.53,0.39,63.0,37.0
3363,2500.0,28,6.42,Healthcare,0,1752.96,0.12,0.2,0.78,18,3.04,0.55,0.18,66.0,34.0
3364,2966.83,28,2.3,Government,1,2403.72,0.45,0.2,1.0,21,2.76,0.45,0.09,62.0,38.0
3365,3936.47,35,7.23,Finance,4,3158.18,0.69,0.24,0.99,21,2.9,0.54,0.19,75.0,25.0
3366,7929.89,43,5.02,Healthcare,0,6207.35,0.45,0.17,0.83,19,2.6,0.58,0.36,64.0,36.0
3367,4211.18,32,5.69,Healthcare,2,3576.5,0.33,0.16,1.0,26,2.88,0.36,0.49,75.0,25.0
3368,5266.63,23,4.38,Manufacturing,1,4596.04,0.24,0.21,0.93,38,3.02,0.55,0.19,73.0,27.0
3369,5600.72,33,2.65,Healthcare,4,3708.19,0.31,0.25,0.88,28,2.81,0.7,0.4,61.0,39.0
3370,5196.6,33,7.35,Retail,0,3539.53,0.39,0.21,0.82,30,2.77,0.45,0.31,75.0,25.0
3371,4883.83,33,7.5,Energy,0,3473.0,0.56,0.25,0.87,16,2.71,0.52,0.34,70.0,30.0
3372,3207.06,29,4.97,Technology,2,1840.14,0.42,0.14,0.91,26,2.71,0.42,0.22,70.0,30.0
3373,7176.39,36,6.49,Education,1,6709.93,0.36,0.22,0.74,34,3.07,0.62,0.19,71.0,29.0
3374,7710.79,35,4.91,Education,2,5425.41,0.5,0.14,0.91,22,2.69,0.55,0.43,68.0,32.0
3375,2500.0,34,5.93,Finance,0,1760.96,0.62,0.33,0.96,23,2.79,0.49,0.25,69.0,31.0
3376,3463.96,38,6.64,Technology,1,2829.85,0.45,0.27,0.95,30,2.61,0.58,0.22,76.0,24.0
3377,4580.28,31,6.33,Finance,1,3325.88,0.43,0.22,1.0,36,2.79,0.59,0.32,80.0,20.0
3378,3553.19,31,7.51,Services,1,3082.19,0.15,0.12,0.86,33,3.0,0.38,0.29,80.0,20.0
3379,5758.95,46,6.28,Technology,3,6360.05,0.2,0.13,0.94,13,2.58,0.55,0.51,70.0,30.0
3380,3907.59,39,5.54,Healthcare,4,2948.88,0.18,0.29,0.8,26,2.61,0.54,0.31,66.0,34.0
3381,8247.58,41,4.36,Government,2,6548.07,0.37,0.14,0.91,19,3.1,0.5,0.3,66.0,34.0
3382,6785.82,44,4.78,Education,2,6038.58,0.27,0.23,0.75,21,2.69,0.5,0.4,61.0,39.0
3383,5318.86,39,6.72,Technology,1,2847.54,0.33,0.29,0.79,13,2.97,0.58,0.3,64.0,36.0
3384,6540.48,42,3.25,Retail,0,4947.4,0.27,0.21,0.79,21,2.7,0.36,0.37,58.0,42.0
3385,6658.85,23,7.16,Technology,2,6557.53,0.29,0.14,0.72,17,2.65,0.45,0.27,67.0,33.0
3386,4154.08,36,5.08,Construction,0,3233.49,0.12,0.11,0.95,22,3.25,0.51,0.4,71.0,29.0
